step,mode,seed,x,y,z,speed,fuel,heat,pressure,suit,shield,criticality,pr,pr_norm,mle,law_cost,law_count,falsifiability,semantic_entropy,prediction_error,action_agency,goal_agency,coverage,state_density,ambiguity,compression_gain,godel_tokens,semantic_drift,delta_ep_min,active_laws,failure_state,zone_id,cell_pos
19,freescape,42,32.4,15.7,32.68,0.308,99.57,4.98,71.37,0,48.8,0.5947,0.0205,0.1985,0.1214,9.7,7,0.7286,7.7778,0.5,0.45,0.0,0.0,0.85,0.5,1.4599,20,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
20,freescape,42,32.4,15.67,32.69,0.296,99.57,4.96,71.1,0,48.74,0.5925,0.0195,0.189,0.1156,9.7,7,0.7286,8.1667,0.5,0.4286,0.0,0.0,0.8095,0.5,1.5328,21,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
21,freescape,42,32.41,15.64,32.72,0.359,99.52,4.98,70.59,0,48.68,0.5883,0.0191,0.1852,0.1169,9.7,7,0.7286,15.4,1.0,0.4545,0.0,0.0,0.8182,1.0,1.6058,22,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
22,freescape,42,32.42,15.6,32.76,0.419,99.47,4.99,70.09,0,48.62,0.5841,0.0243,0.2357,0.118,9.7,7,0.7286,7.3182,0.5,0.4783,0.0,0.0,0.8261,0.5,1.6788,23,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
23,freescape,42,32.44,15.57,32.8,0.47,99.42,5.0,69.6,0,48.56,0.58,0.0267,0.2594,0.119,9.7,7,0.7286,7.0,0.5,0.5,0.0,0.0,0.8333,0.5,1.7518,24,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
24,freescape,42,32.45,15.53,32.83,0.422,99.42,4.99,69.35,0,48.5,0.5779,0.027,0.2615,0.12,9.7,7,0.7286,7.2917,0.5,0.48,0.0,0.0,0.84,0.5,1.8248,25,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
25,freescape,42,32.46,15.49,32.86,0.392,99.42,4.98,69.11,0,48.44,0.5759,0.0272,0.2634,0.1209,9.7,7,0.7286,7.5833,0.5,0.4615,0.0,0.0,0.8462,0.5,1.8978,26,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
26,freescape,42,32.46,15.46,32.88,0.376,99.42,4.96,68.87,0,48.38,0.5739,0.0273,0.2652,0.1217,9.7,7,0.7286,7.875,0.5,0.4444,0.0,0.0,0.8519,0.5,1.9708,27,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
27,freescape,42,32.47,15.42,32.9,0.369,99.42,4.95,68.63,0,48.32,0.5719,0.0275,0.2668,0.1224,9.7,7,0.7286,8.1667,0.5,0.4286,0.0,0.0,0.8571,0.5,2.0438,28,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
28,freescape,42,32.48,15.37,32.93,0.422,99.38,4.96,68.15,0,48.26,0.5679,0.0288,0.2791,0.1182,9.7,7,0.7286,7.8077,0.5,0.4483,0.0,0.0,0.8276,0.5,2.1168,29,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
29,freescape,42,32.5,15.33,32.96,0.476,99.33,4.98,67.68,0,48.2,0.564,0.0272,0.264,0.119,9.7,7,0.7286,15.0,1.0,0.4667,0.0,0.0,0.8333,1.0,2.1898,30,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
30,freescape,42,32.52,15.29,33.0,0.523,99.28,4.99,67.22,0,48.14,0.5602,0.0324,0.3138,0.1152,9.7,7,0.7286,7.2333,0.5,0.4839,0.0,0.0,0.8065,0.5,2.2628,31,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
31,freescape,42,32.54,15.24,33.03,0.484,99.28,4.98,67.0,0,48.08,0.5583,0.0284,0.2758,0.1161,9.7,7,0.7286,14.9333,1.0,0.4688,0.0,0.0,0.8125,1.0,2.3358,32,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
32,freescape,42,32.55,15.19,33.05,0.461,99.28,4.96,66.78,0,48.02,0.5565,0.0328,0.3184,0.1169,9.7,7,0.7286,7.7,0.5,0.4545,0.0,0.0,0.8182,0.5,2.4088,33,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
33,freescape,42,32.57,15.14,33.07,0.449,99.28,4.95,66.57,0,47.96,0.5547,0.033,0.3205,0.1176,9.7,7,0.7286,7.9333,0.5,0.4412,0.0,0.0,0.8235,0.5,2.4818,34,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
34,freescape,42,32.57,15.09,33.09,0.446,99.28,4.94,66.36,0,47.9,0.553,0.0321,0.3113,0.1143,9.7,7,0.7286,8.1667,0.5,0.4286,0.0,0.0,0.8,0.5,2.5547,35,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
35,freescape,42,32.59,15.04,33.11,0.494,99.23,4.95,65.91,0,47.84,0.5492,0.0301,0.2917,0.1151,9.7,7,0.7286,15.75,1.0,0.4444,0.0,0.0,0.8056,1.0,2.6277,36,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
36,freescape,42,32.61,14.99,33.14,0.543,99.18,4.96,65.47,0,47.78,0.5455,0.0356,0.3457,0.112,9.7,7,0.7286,7.6176,0.5,0.4595,0.0,0.0,0.7838,0.5,2.7007,37,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
37,freescape,42,32.63,14.93,33.18,0.587,99.14,4.98,65.03,0,47.72,0.5419,0.0332,0.3216,0.1128,9.7,7,0.7286,14.7778,1.0,0.4737,0.0,0.0,0.7895,1.0,2.7737,38,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
38,freescape,42,32.65,14.88,33.21,0.554,99.14,4.97,64.83,0,47.66,0.5403,0.0383,0.3712,0.1136,9.7,7,0.7286,7.5833,0.5,0.4615,0.0,0.0,0.7949,0.5,2.8467,39,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
39,freescape,42,32.67,14.82,33.23,0.535,99.14,4.95,64.64,0,47.6,0.5387,0.0385,0.3736,0.1143,9.7,7,0.7286,7.7778,0.5,0.45,0.0,0.0,0.8,0.5,2.9197,40,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
40,freescape,42,32.68,14.76,33.25,0.527,99.14,4.94,64.45,0,47.54,0.5371,0.0387,0.3758,0.115,9.7,7,0.7286,7.9722,0.5,0.439,0.0,0.0,0.8049,0.5,2.9927,41,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
41,freescape,42,32.69,14.7,33.27,0.526,99.14,4.93,64.26,0,47.48,0.5355,0.039,0.378,0.1156,9.7,7,0.7286,8.1667,0.5,0.4286,0.0,0.0,0.8095,0.5,3.0657,42,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
42,freescape,42,32.71,14.64,33.29,0.57,99.09,4.94,63.84,0,47.42,0.532,0.0414,0.4012,0.1163,9.7,7,0.7286,7.9211,0.5,0.4419,0.0,0.0,0.814,0.5,3.1387,43,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
43,freescape,42,32.73,14.57,33.32,0.614,99.04,4.95,63.42,0,47.36,0.5285,0.0425,0.4127,0.1136,9.7,7,0.7286,7.7,0.5,0.4545,0.0,0.0,0.7955,0.5,3.2117,44,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
44,freescape,42,32.75,14.51,33.36,0.655,98.99,4.97,63.0,0,47.3,0.525,0.0392,0.3802,0.1143,9.7,7,0.7286,15.0,1.0,0.4667,0.0,0.0,0.8,1.0,3.2847,45,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
45,freescape,42,32.77,14.44,33.39,0.626,98.99,4.95,62.83,0,47.24,0.5236,0.0452,0.4382,0.1149,9.7,7,0.7286,7.6667,0.5,0.4565,0.0,0.0,0.8043,0.5,3.3577,46,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
46,freescape,42,32.79,14.38,33.41,0.612,98.99,4.94,62.66,0,47.18,0.5221,0.0442,0.4289,0.1125,9.7,7,0.7286,7.8333,0.5,0.4468,0.0,0.0,0.7872,0.5,3.4307,47,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
47,freescape,42,32.8,14.31,33.43,0.606,98.99,4.93,62.49,0,47.12,0.5207,0.0388,0.3762,0.1131,9.7,7,0.7286,16.0,1.0,0.4375,0.0,0.0,0.7917,1.0,3.5036,48,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
48,freescape,42,32.81,14.24,33.45,0.607,98.99,4.92,62.32,0,47.06,0.5193,0.0447,0.4336,0.1137,9.7,7,0.7286,8.1667,0.5,0.4286,0.0,0.0,0.7959,0.5,3.5766,49,0.0,0.0234,"cuboid_collision,zone_gravity_friction,hydraulic_height,graph_pressure_diffusion,hysteresis_failure,resource_thermodynamics,playable_reality",active,2,
0,colony,42,0.0,0.0,0.0,0.0,99.99,5.0,25.0,99.94,0,0.2083,0.0131,0.0783,0.1667,6.0,6,0.7833,0.0,0.0,1.0,1.0,0.0035,1.0,0.0,0.1,1,0.9551,0.0566,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
1,colony,42,0.0,0.0,0.0,0.0,99.98,5.0,25.0,99.88,0,0.2083,0.0075,0.0448,0.0833,6.0,6,0.7833,3.0,0.5,1.0,1.0,0.0035,0.5,0.5,0.2,2,0.2891,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
2,colony,42,0.0,0.0,0.0,0.0,99.96,5.0,25.0,99.82,0,0.2083,0.0131,0.0783,0.0556,6.0,6,0.7833,0.0,0.0,1.0,1.0,0.0035,0.3333,0.0,0.3,3,0.2891,0.0566,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
3,colony,42,0.0,0.0,0.0,0.0,99.95,5.0,25.0,99.76,0,0.2083,0.0131,0.0783,0.0417,6.0,6,0.7833,0.0,0.0,1.0,1.0,0.0035,0.25,0.0,0.4,3,0.0,0.0566,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
4,colony,42,0.0,0.0,0.0,0.0,99.94,5.0,25.0,99.7,0,0.2083,0.0131,0.0783,0.0333,6.0,6,0.7833,0.0,0.0,1.0,1.0,0.0035,0.2,0.0,0.5,3,0.0,0.0566,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
5,colony,42,0.0,0.0,0.0,0.0,99.93,5.0,25.0,99.64,0,0.2083,0.0131,0.0783,0.0278,6.0,6,0.7833,0.0,0.0,1.0,1.0,0.0035,0.1667,0.0,0.6,3,0.0,0.0566,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
6,colony,42,0.0,0.0,0.0,0.0,99.92,5.0,25.0,99.58,0,0.2083,0.0065,0.0392,0.0238,6.0,6,0.7833,0.0,0.0,0.5,0.5,0.0035,0.1429,0.0,0.7,4,0.2578,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
7,colony,42,0.0,0.0,0.0,0.0,99.9,5.0,25.0,99.52,0,0.2083,0.0065,0.0392,0.0208,6.0,6,0.7833,0.0,0.0,0.5,0.5,0.0035,0.125,0.0,0.8,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
8,colony,42,0.0,0.0,0.0,0.0,99.89,5.0,25.0,99.46,0,0.2083,0.0065,0.0392,0.0185,6.0,6,0.7833,0.0,0.0,0.5,0.5,0.0035,0.1111,0.0,0.9,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
9,colony,42,0.0,0.0,0.0,0.0,99.88,5.0,25.0,99.4,0,0.2083,0.0065,0.0392,0.0167,6.0,6,0.7833,0.0,0.0,0.5,0.5,0.0035,0.1,0.0,1.0,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
10,colony,42,0.0,0.0,0.0,0.0,99.87,5.0,25.0,99.34,0,0.2083,0.0065,0.0392,0.0152,6.0,6,0.7833,0.0,0.0,0.5,0.5,0.0035,0.0909,0.0,1.1,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
11,colony,42,0.0,0.0,0.0,0.0,99.86,5.0,25.0,99.28,0,0.2083,0.0065,0.0392,0.0139,6.0,6,0.7833,0.0,0.0,0.5,0.5,0.0035,0.0833,0.0,1.2,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
12,colony,42,0.0,0.0,0.0,0.0,99.84,5.0,25.0,99.22,0,0.2083,0.0044,0.0261,0.0128,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0035,0.0769,0.0,1.3,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
13,colony,42,0.0,0.0,0.0,0.0,99.83,5.0,25.0,99.16,0,0.2083,0.0044,0.0261,0.0119,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0035,0.0714,0.0,1.4,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
14,colony,42,0.0,0.0,0.0,0.0,99.82,5.0,25.0,99.1,0,0.2083,0.0044,0.0261,0.0111,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0035,0.0667,0.0,1.5,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
15,colony,42,0.0,0.0,0.0,0.0,99.81,5.0,25.0,99.04,0,0.2083,0.0044,0.0261,0.0104,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0035,0.0625,0.0,1.6,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
16,colony,42,0.0,0.0,0.0,0.0,99.8,5.0,25.0,98.98,0,0.2083,0.0044,0.0261,0.0098,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0035,0.0588,0.0,1.7,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
17,colony,42,0.0,0.0,0.0,0.0,99.78,5.0,25.0,98.93,0,0.2083,0.0044,0.0261,0.0093,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0035,0.0556,0.0,1.8,4,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
18,colony,42,0.0,0.0,0.0,0.0,99.77,5.0,25.0,98.87,0,0.2083,0.0033,0.0196,0.0088,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0035,0.0526,0.0,1.9,5,0.2539,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
19,colony,42,0.0,0.0,0.0,0.0,99.76,5.0,25.0,98.81,0,0.2083,0.0033,0.0196,0.0083,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0035,0.05,0.0,2.0,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
20,colony,42,0.0,0.0,0.0,0.0,99.75,5.0,25.0,98.75,0,0.2083,0.0033,0.0196,0.0079,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0035,0.0476,0.0,2.1,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
21,colony,42,0.0,0.0,0.0,0.0,99.74,5.0,25.0,98.69,0,0.2083,0.0033,0.0196,0.0076,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0035,0.0455,0.0,2.2,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
22,colony,42,0.0,0.0,0.0,0.0,99.72,5.0,25.0,98.63,0,0.2083,0.0033,0.0196,0.0072,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0035,0.0435,0.0,2.3,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
23,colony,42,0.0,0.0,0.0,0.0,99.71,5.0,25.0,98.57,0,0.2083,0.0033,0.0196,0.0069,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0035,0.0417,0.0,2.4,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
24,colony,42,0.0,0.0,0.0,0.0,99.7,5.0,25.0,98.51,0,0.2083,0.0026,0.0157,0.0067,6.0,6,0.7833,0.0,0.0,0.2,0.2,0.0035,0.04,0.0,2.5,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
25,colony,42,0.0,0.0,0.0,0.0,99.69,5.0,25.0,98.45,0,0.2083,0.0026,0.0157,0.0064,6.0,6,0.7833,0.0,0.0,0.2,0.2,0.0035,0.0385,0.0,2.6,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
26,colony,42,0.0,0.0,0.0,0.0,99.68,5.0,25.0,98.39,0,0.2083,0.0026,0.0157,0.0062,6.0,6,0.7833,0.0,0.0,0.2,0.2,0.0035,0.037,0.0,2.7,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
27,colony,42,0.0,0.0,0.0,0.0,99.66,5.0,25.0,98.33,0,0.2083,0.0026,0.0157,0.006,6.0,6,0.7833,0.0,0.0,0.2,0.2,0.0035,0.0357,0.0,2.8,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
28,colony,42,0.0,0.0,0.0,0.0,99.65,5.0,25.0,98.27,0,0.2083,0.0026,0.0157,0.0057,6.0,6,0.7833,0.0,0.0,0.2,0.2,0.0035,0.0345,0.0,2.9,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
29,colony,42,0.0,0.0,0.0,0.0,99.64,5.0,25.0,98.22,0,0.2083,0.0026,0.0157,0.0056,6.0,6,0.7833,0.0,0.0,0.2,0.2,0.0035,0.0333,0.0,3.0,5,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,12)"
30,colony,42,0.0,0.0,0.0,0.0,99.63,5.0,25.0,98.16,0,0.2083,0.0037,0.0222,0.0108,6.0,6,0.7833,18.0,1.0,0.3333,0.3333,0.0052,0.0645,1.0,3.1,6,0.2637,0.0137,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
31,colony,42,0.0,0.0,0.0,0.0,99.62,5.0,25.0,98.1,0,0.2083,0.0042,0.0255,0.0104,6.0,6,0.7833,9.0,0.5,0.3333,0.3333,0.0052,0.0625,0.5,3.2,7,0.0,0.0137,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
32,colony,42,0.0,0.0,0.0,0.0,99.6,5.0,25.0,98.04,0,0.2083,0.0087,0.0522,0.0101,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0052,0.0606,0.0,3.3,8,0.2598,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
33,colony,42,0.0,0.0,0.0,0.0,99.59,5.0,25.0,97.98,0,0.2083,0.0087,0.0522,0.0098,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0052,0.0588,0.0,3.4,8,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
34,colony,42,0.0,0.0,0.0,0.0,99.58,5.0,25.0,97.92,0,0.2083,0.0087,0.0522,0.0095,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0052,0.0571,0.0,3.5,8,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
35,colony,42,0.0,0.0,0.0,0.0,99.57,5.0,25.0,97.86,0,0.2083,0.0087,0.0522,0.0093,6.0,6,0.7833,0.0,0.0,0.3333,0.3333,0.0052,0.0556,0.0,3.6,8,0.0,0.0449,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
36,colony,42,0.0,0.0,0.0,0.0,99.56,5.0,25.0,97.8,0,0.2083,0.0075,0.0448,0.009,6.0,6,0.7833,0.0,0.0,0.2857,0.2857,0.0052,0.0541,0.0,3.7,9,0.2539,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
37,colony,42,0.0,0.0,0.0,0.0,99.54,5.0,25.0,97.75,0,0.2083,0.0075,0.0448,0.0088,6.0,6,0.7833,0.0,0.0,0.2857,0.2857,0.0052,0.0526,0.0,3.8,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
38,colony,42,0.0,0.0,0.0,0.0,99.53,5.0,25.0,97.69,0,0.2083,0.0075,0.0448,0.0085,6.0,6,0.7833,0.0,0.0,0.2857,0.2857,0.0052,0.0513,0.0,3.9,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
39,colony,42,0.0,0.0,0.0,0.0,99.52,5.0,25.0,97.63,0,0.2083,0.0075,0.0448,0.0083,6.0,6,0.7833,0.0,0.0,0.2857,0.2857,0.0052,0.05,0.0,4.0,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
40,colony,42,0.0,0.0,0.0,0.0,99.51,5.0,25.0,97.57,0,0.2083,0.0075,0.0448,0.0081,6.0,6,0.7833,0.0,0.0,0.2857,0.2857,0.0052,0.0488,0.0,4.1,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
41,colony,42,0.0,0.0,0.0,0.0,99.5,5.0,25.0,97.51,0,0.2083,0.0075,0.0448,0.0079,6.0,6,0.7833,0.0,0.0,0.2857,0.2857,0.0052,0.0476,0.0,4.2,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
42,colony,42,0.0,0.0,0.0,0.0,99.48,5.0,25.0,97.45,0,0.2083,0.0065,0.0392,0.0078,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0052,0.0465,0.0,4.3,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
43,colony,42,0.0,0.0,0.0,0.0,99.47,5.0,25.0,97.39,0,0.2083,0.0065,0.0392,0.0076,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0052,0.0455,0.0,4.4,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
44,colony,42,0.0,0.0,0.0,0.0,99.46,5.0,25.0,97.34,0,0.2083,0.0065,0.0392,0.0074,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0052,0.0444,0.0,4.5,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
45,colony,42,0.0,0.0,0.0,0.0,99.45,5.0,25.0,97.28,0,0.2083,0.0065,0.0392,0.0072,6.0,6,0.7833,0.0,0.0,0.25,0.25,0.0052,0.0435,0.0,4.6,9,0.0,0.041,"cell_occupancy,quantized_rotation,toroidal_surface,power_suit_energy,resource_thermodynamics,playable_reality",active,0,"(13,13)"
